"","income","members","rooms","dwelling","prov","roof","wall","dwelling.own","water","toilet","toilet.share","electricity","landline","cellphone.use","refuse.removal","street.light","radio","hifi","tv","satelite","video","computer","camera","cellphone.own","tv.les","gas.stove","microwave","fridge","washer","district.council","head.absent","head","head.educ","head.age"
"2311",7.37775890822787,1,1,"caravan","North.West","cardboard","na","no","dam","chemical","na","na","not.working","na","yes","working","yes","na","na","yes","yes","yes","yes","na","na","yes","na","yes","yes","Govan Mbeki","no","male",12,22
"2312",8.10516302571163,1,2,"backyard.shack","North.West","cardboard","na","no","priv.borehole","pit.ventilation","na","na","not.working","na","yes","working","na","yes","na","yes","yes","yes","yes","na","na","yes","yes","na","yes","Govan Mbeki","no","female",13,30
"2313",8.98719682066197,1,2,"backyard.shack","North.West","cardboard","na","no","priv.borehole","pit.ventilation","na","na","not.working","na","yes","working","na","na","na","na","na","na","na","na","na","yes","na","na","yes","Govan Mbeki","no","male",13,33
"2314",6.45359289484636,4,6,"na","North.West","cardboard","na","yes","dam","pit.ventilation","yes","na","not.working","na","yes","no","na","na","na","yes","yes","yes","yes","na","na","yes","na","na","na","Govan Mbeki","no","female",6,62
"2315",6.76676758568116,6,4,"na","North.West","cardboard","na","yes","com.borehole","pit.ventilation","yes","na","not.working","na","yes","no","na","yes","na","yes","yes","yes","yes","na","yes","yes","yes","na","yes","Govan Mbeki","no","male",12,44
"2316",6.10924758276437,1,1,"shack","North.West","cardboard","cardboard","yes","dam","chemical","yes","na","not.working","yes","yes","working","na","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","Govan Mbeki","no","male",12,46
"2317",6.92264389147589,2,3,"na","North.West","cardboard","na","yes","dam","pit.ventilation","yes","na","not.working","na","yes","no","na","yes","na","yes","yes","yes","yes","na","na","na","yes","na","yes","Govan Mbeki","no","male",13,63
"2318",7.60245624446862,2,7,"na","North.West","cardboard","na","yes","com.borehole","pit.ventilation","yes","na","na","na","yes","no","na","na","na","yes","yes","yes","yes","na","na","yes","yes","na","yes","Govan Mbeki","no","female",6,59
"2319",6.13122648948314,5,1,"caravan","North.West","cardboard","na","no","dam","chemical","na","na","not.working","na","yes","working","na","yes","na","yes","yes","yes","yes","na","na","yes","yes","na","yes","Govan Mbeki","no","male",12,35
"2320",7.03536637969795,3,2,"caravan","North.West","cardboard","na","no","dam","na","na","na","not.working","na","yes","working","na","na","na","yes","yes","yes","yes","na","na","yes","yes","na","yes","Govan Mbeki","no","male",11,29
"2321",8.07090608878782,1,1,"backyard.shack","North.West","cardboard","na","no","priv.borehole","chemical","na","na","not.working","na","yes","working","yes","na","yes","yes","yes","yes","yes","na","na","yes","yes","na","yes","Govan Mbeki","no","male",12,25
"2323",8.24494690572531,1,1,"backyard.shack","North.West","cardboard","na","no","priv.borehole","pit.ventilation","na","na","not.working","na","yes","working","na","yes","yes","yes","yes","yes","na","na","na","yes","yes","na","yes","Govan Mbeki","no","male",13,31
"2325",5.90295880126429,6,6,"na","North.West","cardboard","na","yes","priv.borehole","chemical","yes","na","not.working","na","yes","no","na","yes","na","na","yes","yes","na","na","yes","yes","na","na","na","Nkangala","no","female",12,33
"2326",5.85793315448346,2,1,"backyard.shack","North.West","cardboard","na","no","com.borehole","pit.ventilation","na","na","not.working","na","yes","no","yes","yes","yes","yes","yes","yes","yes","na","na","yes","yes","yes","yes","Govan Mbeki","no","male",12,22
"2327",5.78852198013821,3,1,"na","North.West","cardboard","na","yes","com.borehole","pit.ventilation","yes","na","not.working","na","yes","no","na","na","na","yes","yes","yes","yes","na","na","yes","yes","na","yes","Govan Mbeki","no","male",5,49
"2328",7.00760061395185,2,-3,"caravan","North.West","cardboard","na","no","priv.borehole","pit.ventilation","na","na","not.working","na","yes","no","na","na","na","yes","na","yes","yes","na","na","na","na","na","yes","Govan Mbeki","no","male",12,33
"2329",6.92038170235325,7,5,"na","North.West","cardboard","na","yes","dam","pit.ventilation","na","na","not.working","na","yes","no","na","na","na","yes","na","yes","yes","na","na","yes","yes","na","yes","Govan Mbeki","no","male",0,67
"2330",5.7037824746562,1,1,"backyard.shack","North.West","cardboard","na","no","com.borehole","pit.ventilation","na","na","not.working","na","yes","no","na","yes","yes","yes","yes","yes","yes","na","na","yes","yes","yes","yes","Govan Mbeki","no","male",12,20
"2331",7.24422751560335,2,1,"backyard.shack","North.West","cardboard","na","no","dam","pit.ventilation","na","na","not.working","na","yes","working","yes","yes","yes","yes","yes","yes","yes","na","na","yes","yes","yes","yes","Govan Mbeki","no","male",12,20
"2332",6.90850304620952,1,1,"backyard.shack","North.West","cardboard","na","no","dam","pit.ventilation","na","na","not.working","na","yes","no","yes","na","na","yes","na","yes","yes","na","na","yes","na","na","yes","Govan Mbeki","no","female",10,30
"2333",6.5510803350434,2,1,"backyard.shack","North.West","cardboard","na","no","dam","chemical","na","na","not.working","na","yes","working","na","yes","yes","yes","yes","yes","yes","na","na","yes","yes","yes","yes","Govan Mbeki","no","male",12,23
"2334",7.90872267668039,3,3,"na","North.West","cardboard","na","yes","dam","pit.ventilation","yes","na","not.working","na","yes","working","na","na","na","yes","na","yes","yes","na","na","na","na","na","na","Govan Mbeki","no","male",0,50
"2335",5.95581502128225,3,6,"na","North.West","cardboard","na","yes","com.borehole","pit.ventilation","yes","na","not.working","na","yes","no","na","na","na","yes","yes","yes","yes","na","na","na","yes","yes","yes","Govan Mbeki","no","female",0,58
"2336",6.80239476332431,6,7,"na","North.West","cardboard","na","yes","priv.borehole","chemical","yes","na","not.working","na","no","working","na","yes","na","yes","na","yes","yes","na","na","yes","na","na","yes","Kgalagadi","no","female",8,57
"2337",6.68461172766793,2,4,"hut","North.West","cardboard","sheeting","yes","com.borehole","chemical","yes","na","not.working","na","yes","no","yes","yes","yes","yes","yes","yes","yes","na","na","yes","yes","na","yes","Kgalagadi","no","male",12,22
"2338",6.12078263131598,2,1,"na","North.West","cardboard","cardboard","yes","com.borehole","pit.ventilation","yes","na","not.working","yes","yes","no","na","yes","na","yes","yes","yes","yes","yes","na","yes","yes","yes","yes","Kgalagadi","no","female",12,29
"2339",7.41858090274813,3,7,"na","North.West","cardboard","plastic","yes","priv.borehole","pit.ventilation","yes","na","na","na","yes","no","na","na","na","yes","na","yes","yes","na","na","na","na","na","na","Kgalagadi","no","male",3,73
"2340",6.68461172766793,1,5,"na","North.West","cardboard","plastic","yes","com.borehole","pit.ventilation","yes","na","not.working","na","yes","no","yes","yes","na","yes","yes","yes","yes","na","yes","yes","yes","na","yes","Kgalagadi","no","male",7,53
"2342",6.02425436993097,3,2,"na","North.West","cardboard","thatching","yes","com.borehole","pit.ventilation","yes","na","not.working","na","yes","no","na","yes","na","yes","yes","yes","yes","na","na","yes","yes","na","yes","Kgalagadi","no","female",5,46
"2343",8.37254374847304,1,1,"backyard.shack","Gauteng","mudbricks","plastic","no","com.borehole","na","na","na","not.working","yes","yes","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","Alfred Nzo","no","male",4,46
"2344",6.29473760371092,4,4,"hut","North.West","cardboard","wattle","yes","com.borehole","chemical","yes","na","not.working","na","yes","no","na","yes","na","yes","yes","yes","yes","na","na","yes","yes","na","yes","Kgalagadi","no","female",3,75
"2345",8.32077274985992,1,1,"flat","Gauteng","mudbricks","plastic","no","com.borehole","na","na","na","not.working","na","na","no","na","yes","yes","yes","yes","yes","yes","na","yes","yes","yes","yes","yes","Alfred Nzo","no","male",10,48
"2346",7.01660968389422,2,2,"na","North.West","cardboard","plastic","yes","com.borehole","pit.ventilation","yes","na","not.working","yes","yes","no","na","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","na","yes","Kgalagadi","no","female",0,87
"2347",5.19295685089021,4,5,"na","North.West","cardboard","na","yes","com.borehole","pit.ventilation","yes","na","not.working","na","yes","no","na","yes","yes","yes","yes","yes","yes","na","na","yes","yes","yes","yes","Kgalagadi","no","female",5,50
"2348",6.3456363608286,2,4,"na","North.West","cardboard","plastic","yes","com.borehole","pit.ventilation","yes","na","not.working","yes","yes","no","na","yes","na","yes","yes","yes","yes","yes","na","yes","yes","na","yes","Kgalagadi","no","female",0,62
"2349",6.95603750167113,1,2,"hut","North.West","cardboard","thatching","yes","com.borehole","pit.ventilation","yes","na","not.working","yes","yes","no","na","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","Kgalagadi","no","female",5,62
"2350",5.99146454710798,1,-3,"na","North.West","cardboard","plastic","yes","com.borehole","pit.ventilation","yes","na","not.working","yes","yes","no","na","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","na","yes","Kgalagadi","no","male",3,59
"2351",6.21460809842219,1,1,"na","North.West","cardboard","cardboard","yes","com.borehole","pit.ventilation","yes","yes","not.working","na","yes","no","na","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","Kgalagadi","no","male",9,36
"2352",6.52857896268416,2,1,"flatlet","Gauteng","cardboard","cardboard","yes","com.borehole","bucket","na","yes","not.working","na","na","no","na","na","yes","yes","yes","yes","yes","na","yes","yes","yes","yes","yes","Metsweding","no","female",7,54
"2353",7.43092652453546,2,2,"flatlet","Gauteng","cardboard","cardboard","yes","com.borehole","pit.ventilation","na","yes","not.working","na","yes","no","yes","yes","yes","yes","yes","yes","yes","na","yes","yes","yes","yes","yes","Metsweding","no","male",0,68
"2354",6.35845507476943,8,4,"na","Mpumalanga","cardboard","na","yes","priv.borehole","pit.ventilation","yes","na","not.working","na","yes","no","na","yes","na","yes","na","yes","yes","na","yes","yes","yes","na","yes","Uthukela","no","male",0,67
"2355",7.04141251817984,1,2,"na","Mpumalanga","cardboard","na","yes","priv.borehole","pit.ventilation","yes","na","not.working","yes","yes","no","na","yes","na","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","Uthukela","no","male",0,56
"2356",5.13542377856265,3,1,"shack","Mpumalanga","cardboard","cardboard","yes","tanker","na","na","na","not.working","na","yes","no","na","yes","yes","yes","yes","yes","yes","na","na","na","yes","yes","yes","Uthukela","no","female",7,39
"2357",6.12284410149965,8,6,"na","Mpumalanga","cardboard","na","yes","priv.borehole","chemical","yes","na","not.working","na","yes","working","yes","yes","na","yes","yes","yes","yes","na","na","yes","yes","na","yes","Uthukela","no","female",0,58
"2358",6.19676966193339,5,6,"na","Mpumalanga","cardboard","na","yes","priv.borehole","chemical","yes","na","not.working","na","yes","working","yes","yes","na","yes","na","yes","yes","na","na","yes","na","na","yes","Uthukela","no","male",12,37
"2359",4.95421498956509,3,3,"na","North.West","cardboard","na","yes","stream","flush.onsite","yes","na","not.working","na","yes","no","na","yes","na","yes","yes","yes","na","na","yes","yes","na","yes","yes","Kgalagadi","no","female",0,45
"2360",7.60818950409168,1,2,"na","North.West","cardboard","na","yes","priv.borehole","na","yes","na","not.working","na","na","no","na","na","na","yes","yes","yes","yes","na","yes","yes","na","na","yes","Govan Mbeki","no","male",12,39
"2361",6.58233280342731,3,2,"na","North.West","cardboard","na","yes","priv.borehole","na","yes","na","not.working","na","na","working","yes","na","yes","na","yes","yes","yes","na","na","yes","na","na","na","Govan Mbeki","no","female",12,37
"2362",7.91857365799928,2,2,"na","North.West","cardboard","na","no","priv.borehole","na","yes","na","not.working","na","na","working","yes","yes","yes","yes","yes","yes","yes","na","na","yes","na","na","yes","Govan Mbeki","no","male",10,40
"2363",7.10864938698585,5,6,"na","North.West","cardboard","na","yes","na","na","yes","na","not.working","na","na","not.working","yes","na","na","yes","na","yes","yes","na","na","yes","na","na","na","Govan Mbeki","no","male",13,35
"2364",5.89989735358249,4,4,"na","North.West","cardboard","na","no","priv.borehole","na","yes","no","not.working","na","no","no","yes","yes","yes","yes","yes","yes","yes","na","yes","yes","yes","yes","yes","Nkangala","no","female",7,25
"2365",6.24739792124518,6,4,"na","North.West","cardboard","na","yes","priv.borehole","na","yes","na","not.working","na","na","no","na","yes","na","yes","na","yes","yes","na","yes","yes","yes","na","yes","Nkangala","no","male",0,65
"2366",6.64024862397898,6,4,"na","North.West","cardboard","na","no","na","na","yes","na","not.working","na","na","no","yes","na","na","yes","yes","yes","yes","na","na","na","na","na","yes","Govan Mbeki","yes","male",7,51
"2367",7.02464903045364,5,5,"na","North.West","cardboard","na","yes","priv.borehole","na","yes","na","not.working","na","na","working","na","yes","na","yes","yes","yes","yes","na","na","yes","na","na","na","Govan Mbeki","no","male",6,49
"2368",6.56807791141198,5,3,"na","North.West","cardboard","na","yes","na","na","yes","na","not.working","na","na","no","yes","yes","na","yes","yes","yes","yes","yes","na","na","yes","na","na","Govan Mbeki","no","male",11,44
"2369",8.74401613732361,1,3,"na","North.West","cardboard","na","yes","na","na","yes","na","not.working","na","na","no","yes","na","na","yes","na","yes","yes","na","na","yes","yes","na","yes","Govan Mbeki","no","male",6,49
"2370",6.65531340175338,3,-3,"na","North.West","cardboard","na","yes","na","na","yes","na","not.working","na","na","working","yes","yes","na","yes","yes","yes","yes","na","na","na","yes","na","yes","Govan Mbeki","no","male",5,65
"2371",6.36930403972364,4,2,"na","North.West","cardboard","na","yes","priv.borehole","na","yes","na","not.working","yes","na","no","na","yes","na","yes","na","yes","yes","na","na","na","yes","yes","na","Govan Mbeki","no","female",8,52
"2372",8.00636756765025,1,1,"backyard.shack","North.West","cardboard","na","no","na","na","na","na","not.working","na","na","working","na","yes","na","yes","na","yes","yes","na","na","yes","yes","yes","yes","Govan Mbeki","no","male",10,24
"2373",7.54433210805369,3,3,"na","North.West","cardboard","na","yes","na","na","yes","na","not.working","na","na","no","na","yes","na","yes","na","yes","yes","na","na","yes","na","na","yes","Govan Mbeki","no","male",7,48
"2374",6.54558237363488,1,3,"na","North.West","cardboard","na","yes","na","na","yes","na","not.working","yes","na","no","na","yes","na","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","Nkangala","no","male",6,44
"2375",7.64969262371151,2,1,"flat","Gauteng","rock","na","no","priv.borehole","na","na","na","not.working","na","na","working","na","yes","na","yes","na","yes","yes","na","na","yes","yes","na","yes","Alfred Nzo","no","male",12,32
"2376",7.64969262371151,2,6,"flat","Gauteng","rock","na","no","na","na","yes","na","not.working","na","na","working","yes","yes","na","yes","na","na","yes","na","na","yes","yes","na","yes","Alfred Nzo","no","male",12,24
